file,line,col,receiver,method,migrated_pyside,reason
well_viewer/barplot_controller.py,15,7,debug_flags,review_bar_debug_enabled,true,Qt-safe/default
well_viewer/barplot_controller.py,28,8,grp_list,append,true,Qt-safe/default
well_viewer/barplot_controller.py,41,14,tok.strip(),upper,true,Qt-safe/default
well_viewer/barplot_controller.py,41,14,tok,strip,true,Qt-safe/default
well_viewer/barplot_controller.py,42,12,re,match,true,Qt-safe/default
well_viewer/barplot_controller.py,43,18,m.group(1),upper,true,Qt-safe/default
well_viewer/barplot_controller.py,43,18,m,group,true,Qt-safe/default
well_viewer/barplot_controller.py,43,42,m,group,true,Qt-safe/default
well_viewer/barplot_controller.py,53,20,data,get,true,Qt-safe/default
well_viewer/barplot_controller.py,54,56,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,55,12,rep_sets,append,true,Qt-safe/default
well_viewer/barplot_controller.py,55,41,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,57,20,data,get,true,Qt-safe/default
well_viewer/barplot_controller.py,58,27,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,58,66,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,59,25,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,61,20,grp.members,append,true,Qt-safe/default
well_viewer/barplot_controller.py,62,27,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,65,20,grp.solo_wells,append,true,Qt-safe/default
well_viewer/barplot_controller.py,66,12,bar_groups,append,true,Qt-safe/default
well_viewer/barplot_controller.py,69,23,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,70,26,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,72,25,item,get,true,Qt-safe/default
well_viewer/barplot_controller.py,73,24,rdata,get,true,Qt-safe/default
well_viewer/barplot_controller.py,74,61,rdata,get,true,Qt-safe/default
well_viewer/barplot_controller.py,76,16,rep_sets,append,true,Qt-safe/default
well_viewer/barplot_controller.py,77,16,grp.members,append,true,Qt-safe/default
well_viewer/barplot_controller.py,78,12,bar_groups,append,true,Qt-safe/default
well_viewer/barplot_controller.py,85,14,app._use_sem_cb,isChecked,true,Qt-safe/default
well_viewer/barplot_controller.py,87,16,app,_get_thresh_frac_on,true,Qt-safe/default
well_viewer/barplot_controller.py,88,19,app,_rep_sets_active,true,Qt-safe/default
well_viewer/barplot_controller.py,94,39,app,_compute_rep_stats,true,Qt-safe/default
well_viewer/barplot_controller.py,95,20,app,_replicate_display_label,true,Qt-safe/default
well_viewer/barplot_controller.py,96,12,items,append,true,Qt-safe/default
well_viewer/barplot_controller.py,96,63,math,isnan,true,Qt-safe/default
well_viewer/barplot_controller.py,101,24,app,_parse_rc,true,Qt-safe/default
well_viewer/barplot_controller.py,104,26,app,_get_cell_area_threshold,true,Qt-safe/default
well_viewer/barplot_controller.py,105,18,app,_get_all_fluor_gates,true,Qt-safe/default
well_viewer/barplot_controller.py,107,15,app,_get_rows,true,Qt-safe/default
well_viewer/barplot_controller.py,112,12,items,append,true,Qt-safe/default
well_viewer/barplot_controller.py,114,12,items,append,true,Qt-safe/default
well_viewer/barplot_controller.py,120,19,app,_rep_sets_active,true,Qt-safe/default
well_viewer/barplot_controller.py,126,28,app,_parse_rc,true,Qt-safe/default
well_viewer/barplot_controller.py,132,4,ordered,extend,true,Qt-safe/default
well_viewer/barplot_controller.py,173,16,ax_mean,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,175,20,ax_mean,errorbar,true,Qt-safe/default
well_viewer/barplot_controller.py,176,23,math,isnan,true,Qt-safe/default
well_viewer/barplot_controller.py,177,20,ax_frac,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,179,24,ax_frac,errorbar,true,Qt-safe/default
well_viewer/barplot_controller.py,181,20,ax_frac,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,184,20,ax,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,189,32,math,isnan,true,Qt-safe/default
well_viewer/barplot_controller.py,190,16,ax_mean,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,192,20,ax_mean,errorbar,true,Qt-safe/default
well_viewer/barplot_controller.py,194,16,ax_mean,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,195,32,math,isnan,true,Qt-safe/default
well_viewer/barplot_controller.py,196,16,ax_frac,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,198,16,ax_frac,bar,true,Qt-safe/default
well_viewer/barplot_controller.py,200,4,ax_mean,axhline,true,Qt-safe/default
well_viewer/barplot_controller.py,201,4,ax_frac,axhline,true,Qt-safe/default
well_viewer/barplot_controller.py,203,4,ax_frac,text,true,Qt-safe/default
well_viewer/barplot_controller.py,208,8,ax,set_xticks,true,Qt-safe/default
well_viewer/barplot_controller.py,209,8,ax,set_xticklabels,true,Qt-safe/default
well_viewer/barplot_controller.py,215,8,ax,set_xlim,true,Qt-safe/default
well_viewer/barplot_controller.py,223,14,edit.text(),strip,true,Qt-safe/default
well_viewer/barplot_controller.py,223,14,edit,text,true,Qt-safe/default
well_viewer/barplot_controller.py,223,64,str(edit),strip,true,Qt-safe/default
well_viewer/barplot_controller.py,231,4,ax_mean,set_yscale,true,Qt-safe/default
well_viewer/barplot_controller.py,235,25,ax_mean,get_ylim,true,Qt-safe/default
well_viewer/barplot_controller.py,242,12,ax_mean,set_ylim,true,Qt-safe/default
well_viewer/barplot_controller.py,247,25,ax_frac,get_ylim,true,Qt-safe/default
well_viewer/barplot_controller.py,251,12,ax_frac,set_ylim,true,Qt-safe/default
well_viewer/batch_export_dialog.py,72,8,re,match,true,Qt-safe/default
well_viewer/batch_export_dialog.py,75,12,m.group(1),upper,true,Qt-safe/default
well_viewer/batch_export_dialog.py,75,12,m,group,true,Qt-safe/default
well_viewer/batch_export_dialog.py,75,39,m,group,true,Qt-safe/default
well_viewer/batch_export_dialog.py,82,8,super(),__init__,true,Qt-safe/default
well_viewer/batch_export_dialog.py,83,8,self,setFixedSize,true,Qt-safe/default
well_viewer/batch_export_dialog.py,84,8,self,setFlat,true,Qt-safe/default
well_viewer/batch_export_dialog.py,85,8,self,setCursor,true,Qt-safe/default
well_viewer/batch_export_dialog.py,90,8,self,setEnabled,true,Qt-safe/default
well_viewer/batch_export_dialog.py,94,8,self,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,109,8,super(),__init__,true,Qt-safe/default
well_viewer/batch_export_dialog.py,115,22,"str(export_prefs.get('format', 'png'))",lower,true,Qt-safe/default
well_viewer/batch_export_dialog.py,115,26,export_prefs,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,118,30,export_prefs,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,125,39,self,_groups_from_rep_sets,true,Qt-safe/default
well_viewer/batch_export_dialog.py,131,8,self,_build_ui,true,Qt-safe/default
well_viewer/batch_export_dialog.py,133,12,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,137,8,outer,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,138,8,outer,setSpacing,true,Qt-safe/default
well_viewer/batch_export_dialog.py,143,12,right_layout,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,144,12,self,_build_output_panel,true,Qt-safe/default
well_viewer/batch_export_dialog.py,145,12,outer,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,149,8,left,setFixedWidth,true,Qt-safe/default
well_viewer/batch_export_dialog.py,151,8,left_layout,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,152,8,self,_build_group_editor,true,Qt-safe/default
well_viewer/batch_export_dialog.py,153,8,outer,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,156,8,sep,setFrameShape,true,Qt-safe/default
well_viewer/batch_export_dialog.py,157,8,sep,setFrameShadow,true,Qt-safe/default
well_viewer/batch_export_dialog.py,158,8,outer,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,162,8,right_layout,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,163,8,self,_build_output_panel,true,Qt-safe/default
well_viewer/batch_export_dialog.py,164,8,outer,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,168,8,hdr1,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,170,12,title,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,171,8,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,172,8,title,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,173,8,hdr1,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,174,8,hdr1,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,177,8,hdr1,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,178,8,hdr1,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,179,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,182,8,hdr2,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,184,8,qs_btn,setText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,185,8,qs_btn,setPopupMode,true,Qt-safe/default
well_viewer/batch_export_dialog.py,187,8,qs_menu,addAction,true,Qt-safe/default
well_viewer/batch_export_dialog.py,188,8,qs_menu,addAction,true,Qt-safe/default
well_viewer/batch_export_dialog.py,189,8,qs_btn,setMenu,true,Qt-safe/default
well_viewer/batch_export_dialog.py,190,8,hdr2,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,191,8,hdr2,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,192,8,hdr2,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,193,8,hdr2,addSpacing,true,Qt-safe/default
well_viewer/batch_export_dialog.py,194,8,hdr2,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,195,8,hdr2,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,196,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,199,8,sep,setFrameShape,true,Qt-safe/default
well_viewer/batch_export_dialog.py,200,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,203,8,hint,setWordWrap,true,Qt-safe/default
well_viewer/batch_export_dialog.py,204,8,hint,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,205,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,209,8,map_grid,setSpacing,true,Qt-safe/default
well_viewer/batch_export_dialog.py,210,8,map_grid,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,213,12,lbl,setAlignment,true,Qt-safe/default
well_viewer/batch_export_dialog.py,214,12,map_grid,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,217,12,rlbl,setAlignment,true,Qt-safe/default
well_viewer/batch_export_dialog.py,218,12,map_grid,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,223,16,map_grid,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,228,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,231,8,sep2,setFrameShape,true,Qt-safe/default
well_viewer/batch_export_dialog.py,232,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,235,8,self._grp_scroll,setWidgetResizable,true,Qt-safe/default
well_viewer/batch_export_dialog.py,238,8,self._grp_inner_layout,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,239,8,self._grp_inner_layout,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,240,8,self._grp_scroll,setWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,241,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,244,24,self._map_btns,items,true,Qt-safe/default
well_viewer/batch_export_dialog.py,245,15,btn,isVisible,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,245,35,btn.rect(),contains,true,Qt-safe/default
well_viewer/batch_export_dialog.py,245,35,btn,rect,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,245,55,btn,mapFromGlobal,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,250,14,self,_tok_at,true,Qt-safe/default
well_viewer/batch_export_dialog.py,250,27,event.globalPosition(),toPoint,true,Qt-safe/default
well_viewer/batch_export_dialog.py,250,27,event,globalPosition,true,Qt-safe/default
well_viewer/batch_export_dialog.py,253,14,self,_active_group,true,Qt-safe/default
well_viewer/batch_export_dialog.py,258,8,self,_apply_drag,true,Qt-safe/default
well_viewer/batch_export_dialog.py,261,16,event,buttons,true,Qt-safe/default
well_viewer/batch_export_dialog.py,263,14,self,_tok_at,true,Qt-safe/default
well_viewer/batch_export_dialog.py,263,27,event.globalPosition(),toPoint,true,Qt-safe/default
well_viewer/batch_export_dialog.py,263,27,event,globalPosition,true,Qt-safe/default
well_viewer/batch_export_dialog.py,265,12,self,_apply_drag,true,Qt-safe/default
well_viewer/batch_export_dialog.py,269,12,self,_refresh_map,true,Qt-safe/default
well_viewer/batch_export_dialog.py,270,12,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,275,8,hdr,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,277,12,t,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,277,22,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,277,39,t,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,278,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,278,26,hdr,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,279,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,282,8,out_row,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,284,12,lbl,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,284,24,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,284,41,lbl,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,285,8,out_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,287,8,self._out_dir_edit,setMinimumWidth,true,Qt-safe/default
well_viewer/batch_export_dialog.py,288,8,out_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,289,8,out_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,290,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,293,8,fmt_row,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,295,12,flbl,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,295,25,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,295,42,flbl,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,296,8,fmt_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,298,8,self._fmt_cb,addItems,true,Qt-safe/default
well_viewer/batch_export_dialog.py,299,8,self._fmt_cb,setCurrentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,300,8,self._fmt_cb.currentTextChanged,connect,true,Qt-safe/default
well_viewer/batch_export_dialog.py,301,8,fmt_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,303,8,fmt_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,304,8,fmt_row,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,305,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,307,8,self,_build_export_profile_row,true,Qt-safe/default
well_viewer/batch_export_dialog.py,309,24,sep,setFrameShape,true,Qt-safe/default
well_viewer/batch_export_dialog.py,310,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,321,8,info,setWordWrap,true,Qt-safe/default
well_viewer/batch_export_dialog.py,322,8,info,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,323,8,layout,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,326,8,run_row,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,328,8,self._run_btn,setProperty,true,Qt-safe/default
well_viewer/batch_export_dialog.py,329,8,self._run_btn.clicked,connect,true,Qt-safe/default
well_viewer/batch_export_dialog.py,330,8,run_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,332,8,run_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,334,8,self._prog_bar,setFixedWidth,true,Qt-safe/default
well_viewer/batch_export_dialog.py,335,8,self._prog_bar,setVisible,true,Qt-safe/default
well_viewer/batch_export_dialog.py,336,8,run_row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,337,8,run_row,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,338,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,339,8,layout,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,343,8,row,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,345,12,lbl,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,345,24,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,345,41,lbl,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,346,8,row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,348,8,self._profile_combo,addItems,true,Qt-safe/default
well_viewer/batch_export_dialog.py,348,37,self,_export_profile_names,true,Qt-safe/default
well_viewer/batch_export_dialog.py,349,45,self,_export_profile_names,true,Qt-safe/default
well_viewer/batch_export_dialog.py,351,8,self._profile_combo,setCurrentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,352,8,self._profile_combo.currentTextChanged,connect,true,Qt-safe/default
well_viewer/batch_export_dialog.py,353,8,row,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,354,8,row,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,355,8,layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,356,8,self,_apply_export_profile_to_prefs,true,Qt-safe/default
well_viewer/batch_export_dialog.py,365,16,self,_export_profile_names,true,Qt-safe/default
well_viewer/batch_export_dialog.py,366,8,self._profile_combo,blockSignals,true,Qt-safe/default
well_viewer/batch_export_dialog.py,367,8,self._profile_combo,clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,368,8,self._profile_combo,addItems,true,Qt-safe/default
well_viewer/batch_export_dialog.py,370,8,self._profile_combo,setCurrentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,371,8,self._profile_combo,blockSignals,true,Qt-safe/default
well_viewer/batch_export_dialog.py,383,20,EXPORT_PROFILES,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,383,49,custom_profiles,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,385,26,overrides,items,true,Qt-safe/default
well_viewer/batch_export_dialog.py,387,14,"str(prefs.get('format', self._fmt_cb.currentText() or 'png'))",lower,true,Qt-safe/default
well_viewer/batch_export_dialog.py,387,18,prefs,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,387,38,self._fmt_cb,currentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,389,12,self._fmt_cb,setCurrentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,390,12,self,_on_fmt_change,true,Qt-safe/default
well_viewer/batch_export_dialog.py,394,8,self,_apply_export_profile_to_prefs,true,Qt-safe/default
well_viewer/batch_export_dialog.py,398,19,self._fmt_cb,currentText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,401,8,self._fmt_hint,setText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,401,31,hints,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,404,18,self._out_dir_edit,text,true,Qt-safe/default
well_viewer/batch_export_dialog.py,405,17,QFileDialog,getExistingDirectory,true,Qt-safe/default
well_viewer/batch_export_dialog.py,407,12,self._out_dir_edit,setText,true,Qt-safe/default
well_viewer/batch_export_dialog.py,416,8,labels,extend,true,Qt-safe/default
well_viewer/batch_export_dialog.py,419,15,"', '",join,true,Qt-safe/default
well_viewer/batch_export_dialog.py,425,23,self,_default_group_name,true,Qt-safe/default
well_viewer/batch_export_dialog.py,430,8,self._drag_visited,add,true,Qt-safe/default
well_viewer/batch_export_dialog.py,431,14,self,_active_group,true,Qt-safe/default
well_viewer/batch_export_dialog.py,438,20,grp.members,append,true,Qt-safe/default
well_viewer/batch_export_dialog.py,441,20,grp.members,remove,true,Qt-safe/default
well_viewer/batch_export_dialog.py,445,20,grp.solo_wells,append,true,Qt-safe/default
well_viewer/batch_export_dialog.py,448,20,grp.solo_wells,remove,true,Qt-safe/default
well_viewer/batch_export_dialog.py,449,8,self,_refresh_auto_group_name,true,Qt-safe/default
well_viewer/batch_export_dialog.py,450,8,self,_refresh_single_btn,true,Qt-safe/default
well_viewer/batch_export_dialog.py,453,14,self._map_btns,get,true,Qt-safe/default
well_viewer/batch_export_dialog.py,459,16,btn,set_colors,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,461,8,btn,set_colors,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,464,20,self._app._well_paths,keys,true,Qt-safe/default
well_viewer/batch_export_dialog.py,469,16,tok_color,setdefault,true,Qt-safe/default
well_viewer/batch_export_dialog.py,471,14,self,_active_group,true,Qt-safe/default
well_viewer/batch_export_dialog.py,474,16,active_wells,add,true,Qt-safe/default
well_viewer/batch_export_dialog.py,475,24,self._map_btns,items,true,Qt-safe/default
well_viewer/batch_export_dialog.py,477,16,btn,set_colors,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,479,16,btn,set_colors,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,481,16,btn,set_colors,true,explicit compatibility fallback path
well_viewer/batch_export_dialog.py,484,14,layout,count,true,Qt-safe/default
well_viewer/batch_export_dialog.py,485,19,layout,takeAt,true,Qt-safe/default
well_viewer/batch_export_dialog.py,486,16,item,widget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,488,16,w,deleteLater,true,Qt-safe/default
well_viewer/batch_export_dialog.py,490,24,item,layout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,492,20,self,_clear_layout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,496,14,self._grp_inner_layout,count,true,Qt-safe/default
well_viewer/batch_export_dialog.py,497,19,self._grp_inner_layout,takeAt,true,Qt-safe/default
well_viewer/batch_export_dialog.py,498,16,item,widget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,500,16,w,deleteLater,true,Qt-safe/default
well_viewer/batch_export_dialog.py,502,24,item,layout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,504,20,self,_clear_layout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,508,12,empty,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,509,12,self._grp_inner_layout,insertWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,510,12,self,_refresh_map,true,Qt-safe/default
well_viewer/batch_export_dialog.py,514,19,self,_build_group_card,true,Qt-safe/default
well_viewer/batch_export_dialog.py,515,12,self._grp_inner_layout,insertWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,517,8,self,_refresh_map,true,Qt-safe/default
well_viewer/batch_export_dialog.py,523,8,card,setFrameShape,true,Qt-safe/default
well_viewer/batch_export_dialog.py,525,12,card,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,527,8,card_layout,setContentsMargins,true,Qt-safe/default
well_viewer/batch_export_dialog.py,531,8,dot,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,532,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,534,12,name_lbl,font,true,Qt-safe/default
well_viewer/batch_export_dialog.py,534,29,f,setBold,true,Qt-safe/default
well_viewer/batch_export_dialog.py,534,46,name_lbl,setFont,true,Qt-safe/default
well_viewer/batch_export_dialog.py,535,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,539,12,parts,append,true,Qt-safe/default
well_viewer/batch_export_dialog.py,541,12,parts,append,true,Qt-safe/default
well_viewer/batch_export_dialog.py,544,31,"', '",join,true,Qt-safe/default
well_viewer/batch_export_dialog.py,545,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,546,8,hdr,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,547,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,547,60,self,_grp_rename,true,Qt-safe/default
well_viewer/batch_export_dialog.py,548,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,548,59,self,_grp_clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,549,8,hdr,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,549,62,self,_grp_delete,true,Qt-safe/default
well_viewer/batch_export_dialog.py,550,8,card_layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,556,16,name_tag,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,557,16,mrow,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,560,20,chip,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,561,20,mrow,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,563,20,mrow,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,563,83,self,_grp_remove_member,true,Qt-safe/default
well_viewer/batch_export_dialog.py,564,16,mrow,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,565,16,card_layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,569,16,s_lbl,setStyleSheet,true,Qt-safe/default
well_viewer/batch_export_dialog.py,570,16,srow,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,572,20,srow,addWidget,true,Qt-safe/default
well_viewer/batch_export_dialog.py,572,81,self,_grp_remove_solo,true,Qt-safe/default
well_viewer/batch_export_dialog.py,573,16,srow,addStretch,true,Qt-safe/default
well_viewer/batch_export_dialog.py,574,16,card_layout,addLayout,true,Qt-safe/default
well_viewer/batch_export_dialog.py,577,12,self,_grp_select,true,Qt-safe/default
well_viewer/batch_export_dialog.py,583,8,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,587,8,self._groups,append,true,Qt-safe/default
well_viewer/batch_export_dialog.py,588,8,self._auto_named_group_ids,add,true,Qt-safe/default
well_viewer/batch_export_dialog.py,589,8,self,_refresh_auto_group_name,true,Qt-safe/default
well_viewer/batch_export_dialog.py,591,8,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,602,16,self._auto_named_group_ids,discard,true,Qt-safe/default
well_viewer/batch_export_dialog.py,603,16,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,608,12,grp.members,clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,609,12,grp.solo_wells,clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,610,12,self,_refresh_auto_group_name,true,Qt-safe/default
well_viewer/batch_export_dialog.py,611,12,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,615,18,self._groups,pop,true,Qt-safe/default
well_viewer/batch_export_dialog.py,616,12,self._auto_named_group_ids,discard,true,Qt-safe/default
well_viewer/batch_export_dialog.py,618,12,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,623,14,QMessageBox,question,true,Qt-safe/default
well_viewer/batch_export_dialog.py,629,12,self._groups,clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,630,12,self._auto_named_group_ids,clear,true,Qt-safe/default
well_viewer/batch_export_dialog.py,632,12,self,_refresh_group_list,true,Qt-safe/default
well_viewer/batch_export_dialog.py,638,16,grp.members,remove,true,Qt-safe/default
